"","Area","Year","Private forprofit graduate","Violent crimes","Population","Total graduate","Public graduate","Private nonprofit graduate"
"2525","South Carolina","1954",NA,NA,2176,NA,NA,NA
"2526","South Carolina","1955",NA,NA,2200,NA,NA,NA
"2527","South Carolina","1956",NA,NA,2229,NA,NA,NA
"2528","South Carolina","1957",NA,NA,2274,NA,NA,NA
"2529","South Carolina","1958",NA,NA,2304,NA,NA,NA
"2530","South Carolina","1959",NA,NA,2348,NA,NA,NA
"2531","South Carolina","1960",NA,"3424",2383,NA,NA,NA
"2532","South Carolina","1961",NA,"3318",2409,NA,NA,NA
"2533","South Carolina","1962",NA,"3012",2423,NA,NA,NA
"2534","South Carolina","1963",NA,"4075",2460,NA,NA,NA
"2535","South Carolina","1964",NA,"4240",2475,NA,NA,NA
"2536","South Carolina","1965",NA,"4504",NA,NA,NA,NA
"2537","South Carolina","1966",NA,"5844",2520,NA,NA,NA
"2538","South Carolina","1967",NA,"6015",2533,NA,NA,NA
"2539","South Carolina","1968",NA,"5853",2559,NA,NA,NA
"2540","South Carolina","1969",NA,"6449",2570,NA,NA,NA
"2541","South Carolina","1970",NA,"7412",2591,NA,NA,NA
"2542","South Carolina","1971",NA,"8188",2662,NA,NA,NA
"2543","South Carolina","1972",NA,"10312",2719,NA,NA,NA
"2544","South Carolina","1973",NA,"10757",2777,NA,NA,NA
"2545","South Carolina","1974",NA,"12688",2845,NA,NA,NA
"2546","South Carolina","1975",NA,"14412",2902,NA,NA,NA
"2547","South Carolina","1976",NA,"17065",2944,NA,NA,NA
"2548","South Carolina","1977",NA,"18297",2992,NA,NA,NA
"2549","South Carolina","1978",NA,"18604",3044,NA,NA,NA
"2550","South Carolina","1979",NA,"19889",3090,NA,NA,NA
"2551","South Carolina","1980",NA,"20225",3122,NA,NA,NA
"2552","South Carolina","1981",NA,"20275",3179,NA,NA,NA
"2553","South Carolina","1982",NA,"23061",3208,NA,NA,NA
"2554","South Carolina","1983",NA,"20133",3234,NA,NA,NA
"2555","South Carolina","1984",NA,"20607",3272,NA,NA,NA
"2556","South Carolina","1985",NA,"21121",3303,NA,NA,NA
"2557","South Carolina","1986",NA,"22789",3343,NA,NA,NA
"2558","South Carolina","1987",NA,"22773",3381,NA,NA,NA
"2559","South Carolina","1988",NA,"25889",3412,NA,NA,NA
"2560","South Carolina","1989",NA,"28576",3457,NA,NA,NA
"2561","South Carolina","1990",NA,"34050",3487,NA,NA,NA
"2562","South Carolina","1991",NA,"34621",3540.7,NA,NA,NA
"2563","South Carolina","1992",NA,"34029",3594.4,NA,NA,NA
"2564","South Carolina","1993",NA,"37281",3648.1,NA,NA,NA
"2565","South Carolina","1994",NA,"37756",3701.8,NA,NA,NA
"2566","South Carolina","1995",NA,"36067",3755.5,NA,NA,NA
"2567","South Carolina","1996",NA,"36875",3809.2,NA,NA,NA
"2568","South Carolina","1997",NA,"37235",3862.9,NA,NA,NA
"2569","South Carolina","1998",NA,"34647",3916.6,NA,NA,NA
"2570","South Carolina","1999",NA,"32920",3970.3,NA,NA,NA
"2571","South Carolina","2000",NA,"33225",4024,NA,NA,NA
"2572","South Carolina","2001",0,"33114",4065,16316,12059,4257
"2573","South Carolina","2002",0,"33761",4108,16886,12391,4495
"2574","South Carolina","2003",0,"33455",4150,17817,13033,4784
"2575","South Carolina","2004",0,"33160",4211,17891,12972,4919
"2576","South Carolina","2005",24,"32590",4270,18795,13614,5157
"2577","South Carolina","2006",33,"33322",4358,19313,13988,5292
"2578","South Carolina","2007",46,"34630",4444,19484,14345,5093
"2579","South Carolina","2008",50,"32746",4529,20257,14719,5488
"2580","South Carolina","2009",111,"30799",4590,21058,15167,5780
"2581","South Carolina","2010",975,"27923",4625,21905,15880,5050
"2582","South Carolina","2011",NA,"27894",NA,NA,NA,NA
"2583","South Carolina","2012",NA,"26397",NA,NA,NA,NA
"2584","South Dakota","1950",NA,NA,655,NA,NA,NA
"2585","South Dakota","1951",NA,NA,655,NA,NA,NA
"2586","South Dakota","1952",NA,NA,651,NA,NA,NA
"2587","South Dakota","1953",NA,NA,648,NA,NA,NA
"2588","South Dakota","1954",NA,NA,655,NA,NA,NA
"2589","South Dakota","1955",NA,NA,663,NA,NA,NA
"2590","South Dakota","1956",NA,NA,670,NA,NA,NA
"2591","South Dakota","1957",NA,NA,666,NA,NA,NA
"2592","South Dakota","1958",NA,NA,656,NA,NA,NA
"2593","South Dakota","1959",NA,NA,667,NA,NA,NA
"2594","South Dakota","1960",NA,"282",681,NA,NA,NA
"2595","South Dakota","1961",NA,"245",693,NA,NA,NA
"2596","South Dakota","1962",NA,"279",705,NA,NA,NA
"2597","South Dakota","1963",NA,"278",708,NA,NA,NA
"2598","South Dakota","1964",NA,"408",701,NA,NA,NA
"2599","South Dakota","1965",NA,"415",NA,NA,NA,NA
"2600","South Dakota","1966",NA,"568",683,NA,NA,NA
"2601","South Dakota","1967",NA,"586",671,NA,NA,NA
"2602","South Dakota","1968",NA,"563",669,NA,NA,NA
"2603","South Dakota","1969",NA,"510",668,NA,NA,NA
"2604","South Dakota","1970",NA,"616",666,NA,NA,NA
"2605","South Dakota","1971",NA,"644",671,NA,NA,NA
"2606","South Dakota","1972",NA,"756",677,NA,NA,NA
"2607","South Dakota","1973",NA,"869",679,NA,NA,NA
"2608","South Dakota","1974",NA,"1234",680,NA,NA,NA
"2609","South Dakota","1975",NA,"1402",681,NA,NA,NA
"2610","South Dakota","1976",NA,"1277",686,NA,NA,NA
"2611","South Dakota","1977",NA,"1303",688,NA,NA,NA
"2612","South Dakota","1978",NA,"1128",689,NA,NA,NA
"2613","South Dakota","1979",NA,"1096",688,NA,NA,NA
"2614","South Dakota","1980",NA,"873",691,NA,NA,NA
"2615","South Dakota","1981",NA,"718",690,NA,NA,NA
"2616","South Dakota","1982",NA,"684",691,NA,NA,NA
"2617","South Dakota","1983",NA,"840",693,NA,NA,NA
"2618","South Dakota","1984",NA,"1041",697,NA,NA,NA
"2619","South Dakota","1985",NA,"967",698,NA,NA,NA
"2620","South Dakota","1986",NA,"883",696,NA,NA,NA
"2621","South Dakota","1987",NA,"849",696,NA,NA,NA
"2622","South Dakota","1988",NA,"813",698,NA,NA,NA
"2623","South Dakota","1989",NA,"969",697,NA,NA,NA
"2624","South Dakota","1990",NA,"1133",696,NA,NA,NA
"2625","South Dakota","1991",NA,"1281",702,NA,NA,NA
"2626","South Dakota","1992",NA,"1383",708,NA,NA,NA
"2627","South Dakota","1993",NA,"1490",714,NA,NA,NA
"2628","South Dakota","1994",NA,"1641",720,NA,NA,NA
"2629","South Dakota","1995",NA,"1513",726,NA,NA,NA
"2630","South Dakota","1996",NA,"1297",732,NA,NA,NA
"2631","South Dakota","1997",NA,"1457",738,NA,NA,NA
"2632","South Dakota","1998",NA,"1139",744,NA,NA,NA
"2633","South Dakota","1999",NA,"1227",750,NA,NA,NA
"2634","South Dakota","2000",NA,"1259",756,NA,NA,NA
"2635","South Dakota","2001",206,"1171",758,4223,3271,746
"2636","South Dakota","2002",242,"1350",760,4365,3215,908
"2637","South Dakota","2003",362,"1329",764,4344,3141,841
"2638","South Dakota","2004",504,"1319",770,4752,3349,899
"2639","South Dakota","2005",573,"1387",775,4771,3265,933
"2640","South Dakota","2006",579,"2071",783,4850,3340,931
"2641","South Dakota","2007",461,"1926",792,4965,3520,984
"2642","South Dakota","2008",331,"2227",799,4992,3636,1025
"2643","South Dakota","2009",334,"1777",807,5031,3704,993
"2644","South Dakota","2010",320,"2196",814,4976,3690,966
"2645","South Dakota","2011",NA,"2105",NA,NA,NA,NA
"2646","South Dakota","2012",NA,"2682",NA,NA,NA,NA
"2647","Tennessee","1950",NA,NA,3315,NA,NA,NA
"2648","Tennessee","1951",NA,NA,3372,NA,NA,NA
"2649","Tennessee","1952",NA,NA,3352,NA,NA,NA
"2650","Tennessee","1953",NA,NA,3319,NA,NA,NA
"2651","Tennessee","1954",NA,NA,3359,NA,NA,NA
"2652","Tennessee","1955",NA,NA,3415,NA,NA,NA
"2653","Tennessee","1956",NA,NA,3415,NA,NA,NA
"2654","Tennessee","1957",NA,NA,3434,NA,NA,NA
"2655","Tennessee","1958",NA,NA,3471,NA,NA,NA
"2656","Tennessee","1959",NA,NA,3522,NA,NA,NA
"2657","Tennessee","1960",NA,"3250",3567,NA,NA,NA
"2658","Tennessee","1961",NA,"3910",3622,NA,NA,NA
"2659","Tennessee","1962",NA,"3767",3673,NA,NA,NA
"2660","Tennessee","1963",NA,"3777",3718,NA,NA,NA
"2661","Tennessee","1964",NA,"4505",3771,NA,NA,NA
"2662","Tennessee","1965",NA,"5333",NA,NA,NA,NA
"2663","Tennessee","1966",NA,"6145",3822,NA,NA,NA
"2664","Tennessee","1967",NA,"8111",3859,NA,NA,NA
"2665","Tennessee","1968",NA,"8766",3878,NA,NA,NA
"2666","Tennessee","1969",NA,"9235",3897,NA,NA,NA
"2667","Tennessee","1970",NA,"10787",3924,NA,NA,NA
"2668","Tennessee","1971",NA,"12520",4014,NA,NA,NA
"2669","Tennessee","1972",NA,"12858",4095,NA,NA,NA
"2670","Tennessee","1973",NA,"14771",4147,NA,NA,NA
"2671","Tennessee","1974",NA,"15969",4214,NA,NA,NA
"2672","Tennessee","1975",NA,"16627",4276,NA,NA,NA
"2673","Tennessee","1976",NA,"16574",4347,NA,NA,NA
"2674","Tennessee","1977",NA,"16743",4423,NA,NA,NA
"2675","Tennessee","1978",NA,"16671",4486,NA,NA,NA
"2676","Tennessee","1979",NA,"18135",4560,NA,NA,NA
"2677","Tennessee","1980",NA,"20824",4591,NA,NA,NA
"2678","Tennessee","1981",NA,"19019",4628,NA,NA,NA
"2679","Tennessee","1982",NA,"19586",4646,NA,NA,NA
"2680","Tennessee","1983",NA,"18836",4660,NA,NA,NA
"2681","Tennessee","1984",NA,"21010",4687,NA,NA,NA
"2682","Tennessee","1985",NA,"22592",4715,NA,NA,NA
"2683","Tennessee","1986",NA,"25919",4739,NA,NA,NA
"2684","Tennessee","1987",NA,"25900",4783,NA,NA,NA
"2685","Tennessee","1988",NA,"26205",4822,NA,NA,NA
"2686","Tennessee","1989",NA,"27118",4854,NA,NA,NA
"2687","Tennessee","1990",NA,"32698",4877,NA,NA,NA
"2688","Tennessee","1991",NA,"35955",4959.7,NA,NA,NA
"2689","Tennessee","1992",NA,"37487",5042.4,NA,NA,NA
"2690","Tennessee","1993",NA,"39047",5125.1,NA,NA,NA
"2691","Tennessee","1994",NA,"38705",5207.8,NA,NA,NA
"2692","Tennessee","1995",NA,"40549",5290.5,NA,NA,NA
"2693","Tennessee","1996",NA,"41175",5373.2,NA,NA,NA
"2694","Tennessee","1997",NA,"42389",5455.9,NA,NA,NA
"2695","Tennessee","1998",NA,"38832",5538.6,NA,NA,NA
"2696","Tennessee","1999",NA,"38111",5621.3,NA,NA,NA
"2697","Tennessee","2000",NA,"40233",5704,NA,NA,NA
"2698","Tennessee","2001",74,"42776",5751,22823,14633,8116
"2699","Tennessee","2002",61,"41562",5796,23480,14983,8436
"2700","Tennessee","2003",98,"40409",5848,24369,15357,8914
"2701","Tennessee","2004",107,"41113",5911,24983,15756,9120
"2702","Tennessee","2005",179,"45104",5991,26032,16441,9412
"2703","Tennessee","2006",203,"46043",6089,26330,16581,9546
"2704","Tennessee","2007",265,"46482",6176,27272,16936,10071
"2705","Tennessee","2008",349,"44913",6247,27649,17135,10165
"2706","Tennessee","2009",538,"41933",6306,29388,18390,10460
"2707","Tennessee","2010",934,"38909",6346,29857,18249,10674
"2708","Tennessee","2011",NA,"38895",NA,NA,NA,NA
"2709","Tennessee","2012",NA,"41550",NA,NA,NA,NA
"2710","Texas","1950",NA,NA,7776,NA,NA,NA
"2711","Texas","1951",NA,NA,8111,NA,NA,NA
"2712","Texas","1952",NA,NA,8314,NA,NA,NA
"2713","Texas","1953",NA,NA,8336,NA,NA,NA
"2714","Texas","1954",NA,NA,8382,NA,NA,NA
"2715","Texas","1955",NA,NA,8660,NA,NA,NA
"2716","Texas","1956",NA,NA,8830,NA,NA,NA
"2717","Texas","1957",NA,NA,9070,NA,NA,NA
"2718","Texas","1958",NA,NA,9252,NA,NA,NA
"2719","Texas","1959",NA,NA,9405,NA,NA,NA
"2720","Texas","1960",NA,"15428",9580,NA,NA,NA
"2721","Texas","1961",NA,"15441",9820,NA,NA,NA
"2722","Texas","1962",NA,"15516",10053,NA,NA,NA
"2723","Texas","1963",NA,"17511",10159,NA,NA,NA
"2724","Texas","1964",NA,"19769",10270,NA,NA,NA
"2725","Texas","1965",NA,"21029",NA,NA,NA,NA
"2726","Texas","1966",NA,"24382",10492,NA,NA,NA
"2727","Texas","1967",NA,"26749",10599,NA,NA,NA
"2728","Texas","1968",NA,"29646",10819,NA,NA,NA
"2729","Texas","1969",NA,"36707",11045,NA,NA,NA
"2730","Texas","1970",NA,"40897",11197,NA,NA,NA
"2731","Texas","1971",NA,"43089",11510,NA,NA,NA
"2732","Texas","1972",NA,"41285",11759,NA,NA,NA
"2733","Texas","1973",NA,"45458",12020,NA,NA,NA
"2734","Texas","1974",NA,"47008",12269,NA,NA,NA
"2735","Texas","1975",NA,"47803",12569,NA,NA,NA
"2736","Texas","1976",NA,"44422",12904,NA,NA,NA
"2737","Texas","1977",NA,"52309",13193,NA,NA,NA
"2738","Texas","1978",NA,"56650",13500,NA,NA,NA
"2739","Texas","1979",NA,"67988",13888,NA,NA,NA
"2740","Texas","1980",NA,"77978",14229,NA,NA,NA
"2741","Texas","1981",NA,"78560",14746,NA,NA,NA
"2742","Texas","1982",NA,"88178",15331,NA,NA,NA
"2743","Texas","1983",NA,"80546",15752,NA,NA,NA
"2744","Texas","1984",NA,"80737",16007,NA,NA,NA
"2745","Texas","1985",NA,"90030",16273,NA,NA,NA
"2746","Texas","1986",NA,"109925",16561,NA,NA,NA
"2747","Texas","1987",NA,"105961",16622,NA,NA,NA
"2748","Texas","1988",NA,"109499",16667,NA,NA,NA
"2749","Texas","1989",NA,"111889",16807,NA,NA,NA
"2750","Texas","1990",NA,"129343",16987,NA,NA,NA
"2751","Texas","1991",NA,"145743",17382.7,NA,NA,NA
"2752","Texas","1992",NA,"142369",17778.4,NA,NA,NA
"2753","Texas","1993",NA,"137419",18174.1,NA,NA,NA
"2754","Texas","1994",NA,"129838",18569.8,NA,NA,NA
"2755","Texas","1995",NA,"124303",18965.5,NA,NA,NA
"2756","Texas","1996",NA,"123270",19361.2,NA,NA,NA
"2757","Texas","1997",NA,"117126",19756.9,NA,NA,NA
"2758","Texas","1998",NA,"111566",20152.6,NA,NA,NA
"2759","Texas","1999",NA,"112306",20548.3,NA,NA,NA
"2760","Texas","2000",NA,"113653",20944,NA,NA,NA
"2761","Texas","2001",404,"122155",21320,76074,58838,16832
"2762","Texas","2002",527,"126018",21690,79595,61210,17858
"2763","Texas","2003",509,"122246",22031,82649,63712,18428
"2764","Texas","2004",801,"121554",22394,85539,66182,18556
"2765","Texas","2005",1146,"121091",22778,88757,69172,18439
"2766","Texas","2006",1500,"121602",23360,92027,72112,18415
"2767","Texas","2007",1591,"122014",23832,95747,75624,18532
"2768","Texas","2008",1793,"123585",24309,98205,77475,18937
"2769","Texas","2009",2016,"121684",24802,102157,80756,19385
"2770","Texas","2010",2023,"113231",25146,104657,82789,19845
"2771","Texas","2011",NA,"104734",NA,NA,NA,NA
"2772","Texas","2012",NA,"106476",NA,NA,NA,NA
"2773","United States","1950",NA,NA,151868,NA,NA,NA
"2774","United States","1951",NA,NA,153982,NA,NA,NA
"2775","United States","1952",NA,NA,156393,NA,NA,NA
"2776","United States","1953",NA,NA,158956,NA,NA,NA
"2777","United States","1954",NA,NA,161884,NA,NA,NA
"2778","United States","1955",NA,NA,165069,NA,NA,NA
"2779","United States","1956",NA,NA,168088,NA,NA,NA
"2780","United States","1957",NA,NA,171187,NA,NA,NA
"2781","United States","1958",NA,NA,174149,NA,NA,NA
"2782","United States","1959",NA,NA,177135,NA,NA,NA
"2783","United States","1960",NA,"297123",179323,NA,NA,NA
"2784","United States","1961",NA,"297094",182973,NA,NA,NA
"2785","United States","1962",NA,"306274",185738,NA,NA,NA
"2786","United States","1963",NA,"318914",188438,NA,NA,NA
"2787","United States","1964",NA,"370256",191085,NA,NA,NA
"2788","United States","1965",NA,"388288",NA,NA,NA,NA
"2789","United States","1966",NA,"430593",195501,NA,NA,NA
"2790","United States","1967",NA,"500024",197374,NA,NA,NA
"2791","United States","1968",NA,"595338",199312,NA,NA,NA
"2792","United States","1969",NA,"662285",201306,NA,NA,NA
"2793","United States","1970",NA,"739242",203185,NA,NA,NA
"2794","United States","1971",NA,"816627",206827,NA,NA,NA
"2795","United States","1972",NA,"835150",209284,NA,NA,NA
"2796","United States","1973",NA,"875714",211357,NA,NA,NA
"2797","United States","1974",NA,"974304",213342,NA,NA,NA
"2798","United States","1975",NA,"1038822",215465,NA,NA,NA
"2799","United States","1976",NA,"1003828",217563,NA,NA,NA
"2800","United States","1977",NA,"1029291",219760,NA,NA,NA
"2801","United States","1978",NA,"1085163",222095,NA,NA,NA
"2802","United States","1979",NA,"1207653",224567,NA,NA,NA
"2803","United States","1980",NA,"1344053",226546,NA,NA,NA
"2804","United States","1981",NA,"1361239",229466,NA,NA,NA
"2805","United States","1982",NA,"1321896",231664,NA,NA,NA
"2806","United States","1983",NA,"1257651",233792,NA,NA,NA
"2807","United States","1984",NA,"1272794",235825,NA,NA,NA
"2808","United States","1985",NA,"1328757",237924,NA,NA,NA
"2809","United States","1986",NA,"1489169",240133,NA,NA,NA
"2810","United States","1987",NA,"1483999",242289,NA,NA,NA
"2811","United States","1988",NA,"1566221",244499,NA,NA,NA
"2812","United States","1989",NA,"1646037",246819,NA,NA,NA
"2813","United States","1990",NA,"1820127",248710,NA,NA,NA
"2814","United States","1991",NA,"1911767",252055.2,NA,NA,NA
"2815","United States","1992",NA,"1932274",255400.4,NA,NA,NA
"2816","United States","1993",NA,"1926017",258745.6,NA,NA,NA
"2817","United States","1994",NA,"1857670",262090.8,NA,NA,NA
"2818","United States","1995",NA,"1798792",265436,NA,NA,NA
"2819","United States","1996",NA,"1688540",268781.2,NA,NA,NA
"2820","United States","1997",NA,"1636096",272126.4,NA,NA,NA
"2821","United States","1998",NA,"1533887",275471.6,NA,NA,NA
"2822","United States","1999",NA,"1426044",278816.8,NA,NA,NA
"2823","United States","2000",NA,"1425486",282162,NA,NA,NA
"2824","United States","2001",23032,"1439480",284969,1244171,812438,408701
"2825","United States","2002",26398,"1423677",287625,1291900,841180,424322
"2826","United States","2003",31155,"1383676",290108,1348503,875420,441928
"2827","United States","2004",42306,"1360088",292805,1399542,905718,451518
"2828","United States","2005",48858,"1390745",295517,1439264,932441,457963
"2829","United States","2006",62037,"1435123",298380,1485242,955369,467836
"2830","United States","2007",70765,"1422970",301231,1524092,975511,477805
"2831","United States","2008",75949,"1394461",304094,1563069,996429,490685
"2832","United States","2009",84672,"1325896",306772,1601368,1020435,496260
"2833","United States","2010",97788,"1251248",308746,1650014,1049057,503164
"2834","United States","2011",NA,"1206031",NA,NA,NA,NA
"2835","United States","2012",NA,"1214464",NA,NA,NA,NA
"2836","Utah","1950",NA,NA,696,NA,NA,NA
"2837","Utah","1951",NA,NA,706,NA,NA,NA
"2838","Utah","1952",NA,NA,724,NA,NA,NA
"2839","Utah","1953",NA,NA,739,NA,NA,NA
"2840","Utah","1954",NA,NA,750,NA,NA,NA
"2841","Utah","1955",NA,NA,783,NA,NA,NA
"2842","Utah","1956",NA,NA,809,NA,NA,NA
"2843","Utah","1957",NA,NA,826,NA,NA,NA
"2844","Utah","1958",NA,NA,845,NA,NA,NA
"2845","Utah","1959",NA,NA,870,NA,NA,NA
"2846","Utah","1960",NA,"484",891,NA,NA,NA
"2847","Utah","1961",NA,"451",936,NA,NA,NA
"2848","Utah","1962",NA,"554",958,NA,NA,NA
"2849","Utah","1963",NA,"598",974,NA,NA,NA
"2850","Utah","1964",NA,"888",978,NA,NA,NA
"2851","Utah","1965",NA,"886",NA,NA,NA,NA
"2852","Utah","1966",NA,"1148",1009,NA,NA,NA
"2853","Utah","1967",NA,"1194",1019,NA,NA,NA
"2854","Utah","1968",NA,"1201",1029,NA,NA,NA
"2855","Utah","1969",NA,"1460",1047,NA,NA,NA
"2856","Utah","1970",NA,"1459",1059,NA,NA,NA
"2857","Utah","1971",NA,"1689",1101,NA,NA,NA
"2858","Utah","1972",NA,"2063",1135,NA,NA,NA
"2859","Utah","1973",NA,"2412",1170,NA,NA,NA
"2860","Utah","1974",NA,"2517",1200,NA,NA,NA
"2861","Utah","1975",NA,"2795",1236,NA,NA,NA
"2862","Utah","1976",NA,"2709",1275,NA,NA,NA
"2863","Utah","1977",NA,"3043",1320,NA,NA,NA
"2864","Utah","1978",NA,"3552",1368,NA,NA,NA
"2865","Utah","1979",NA,"4158",1420,NA,NA,NA
"2866","Utah","1980",NA,"4425",1461,NA,NA,NA
"2867","Utah","1981",NA,"4527",1515,NA,NA,NA
"2868","Utah","1982",NA,"4440",1558,NA,NA,NA
"2869","Utah","1983",NA,"4144",1595,NA,NA,NA
"2870","Utah","1984",NA,"4035",1622,NA,NA,NA
"2871","Utah","1985",NA,"4398",1643,NA,NA,NA
"2872","Utah","1986",NA,"4441",1663,NA,NA,NA
"2873","Utah","1987",NA,"3861",1678,NA,NA,NA
"2874","Utah","1988",NA,"4110",1689,NA,NA,NA
"2875","Utah","1989",NA,"4417",1706,NA,NA,NA
"2876","Utah","1990",NA,"4892",1723,NA,NA,NA
"2877","Utah","1991",NA,"5077",1775.2,NA,NA,NA
"2878","Utah","1992",NA,"5267",1827.4,NA,NA,NA
"2879","Utah","1993",NA,"5599",1879.6,NA,NA,NA
"2880","Utah","1994",NA,"5810",1931.8,NA,NA,NA
"2881","Utah","1995",NA,"6415",1984,NA,NA,NA
"2882","Utah","1996",NA,"6638",2036.2,NA,NA,NA
"2883","Utah","1997",NA,"6878",2088.4,NA,NA,NA
"2884","Utah","1998",NA,"6599",2140.6,NA,NA,NA
"2885","Utah","1999",NA,"5869",2192.8,NA,NA,NA
"2886","Utah","2000",NA,"5711",2245,NA,NA,NA
"2887","Utah","2001",375,"5314",2284,17091,8995,7721
"2888","Utah","2002",391,"5488",2325,18188,10277,7520
"2889","Utah","2003",500,"5889",2360,19086,11168,7418
"2890","Utah","2004",578,"5647",2402,19909,12008,7323
"2891","Utah","2005",746,"5612",2458,20799,12502,7551
"2892","Utah","2006",746,"5771",2526,20677,12273,7658
"2893","Utah","2007",875,"6347",2598,20922,12103,7944
"2894","Utah","2008",890,"6165",2663,20959,12159,7910
"2895","Utah","2009",1076,"5998",2723,21504,12303,8125
"2896","Utah","2010",931,"5925",2764,21931,12571,8429
"2897","Utah","2011",NA,"5547",NA,NA,NA,NA
"2898","Utah","2012",NA,"5876",NA,NA,NA,NA
"2899","Vermont","1950",NA,NA,379,NA,NA,NA
"2900","Vermont","1951",NA,NA,378,NA,NA,NA
"2901","Vermont","1952",NA,NA,375,NA,NA,NA
"2902","Vermont","1953",NA,NA,379,NA,NA,NA
"2903","Vermont","1954",NA,NA,377,NA,NA,NA
"2904","Vermont","1955",NA,NA,375,NA,NA,NA
"2905","Vermont","1956",NA,NA,377,NA,NA,NA
"2906","Vermont","1957",NA,NA,376,NA,NA,NA
"2907","Vermont","1958",NA,NA,380,NA,NA,NA
"2908","Vermont","1959",NA,NA,387,NA,NA,NA
"2909","Vermont","1960",NA,"37",390,NA,NA,NA
"2910","Vermont","1961",NA,"79",390,NA,NA,NA
"2911","Vermont","1962",NA,"57",393,NA,NA,NA
"2912","Vermont","1963",NA,"92",397,NA,NA,NA
"2913","Vermont","1964",NA,"89",399,NA,NA,NA
"2914","Vermont","1965",NA,"89",NA,NA,NA,NA
"2915","Vermont","1966",NA,"80",413,NA,NA,NA
"2916","Vermont","1967",NA,"86",423,NA,NA,NA
"2917","Vermont","1968",NA,"157",430,NA,NA,NA
"2918","Vermont","1969",NA,"234",437,NA,NA,NA
"2919","Vermont","1970",NA,"329",445,NA,NA,NA
"2920","Vermont","1971",NA,"333",454,NA,NA,NA
"2921","Vermont","1972",NA,"445",463,NA,NA,NA
"2922","Vermont","1973",NA,"327",468,NA,NA,NA
"2923","Vermont","1974",NA,"353",473,NA,NA,NA
"2924","Vermont","1975",NA,"448",480,NA,NA,NA
"2925","Vermont","1976",NA,"563",485,NA,NA,NA
"2926","Vermont","1977",NA,"722",492,NA,NA,NA
"2927","Vermont","1978",NA,"810",498,NA,NA,NA
"2928","Vermont","1979",NA,"908",505,NA,NA,NA
"2929","Vermont","1980",NA,"914",511,NA,NA,NA
"2930","Vermont","1981",NA,"659",516,NA,NA,NA
"2931","Vermont","1982",NA,"655",519,NA,NA,NA
"2932","Vermont","1983",NA,"696",523,NA,NA,NA
"2933","Vermont","1984",NA,"769",527,NA,NA,NA
"2934","Vermont","1985",NA,"790",530,NA,NA,NA
"2935","Vermont","1986",NA,"807",534,NA,NA,NA
"2936","Vermont","1987",NA,"748",540,NA,NA,NA
"2937","Vermont","1988",NA,"791",550,NA,NA,NA
"2938","Vermont","1989",NA,"753",558,NA,NA,NA
"2939","Vermont","1990",NA,"716",563,NA,NA,NA
"2940","Vermont","1991",NA,"662",567.7,NA,NA,NA
"2941","Vermont","1992",NA,"624",572.4,NA,NA,NA
"2942","Vermont","1993",NA,"658",577.1,NA,NA,NA
"2943","Vermont","1994",NA,"562",581.8,NA,NA,NA
"2944","Vermont","1995",NA,"692",586.5,NA,NA,NA
"2945","Vermont","1996",NA,"714",591.2,NA,NA,NA
"2946","Vermont","1997",NA,"705",595.9,NA,NA,NA
"2947","Vermont","1998",NA,"628",600.6,NA,NA,NA
"2948","Vermont","1999",NA,"676",605.3,NA,NA,NA
"2949","Vermont","2000",NA,"691",610,NA,NA,NA
"2950","Vermont","2001",26,"644",612,4697,2471,2200
"2951","Vermont","2002",25,"658",615,4673,2319,2329
"2952","Vermont","2003",27,"707",618,4545,2296,2222
"2953","Vermont","2004",26,"713",620,4648,2328,2294
"2954","Vermont","2005",26,"782",621,4892,2560,2306
"2955","Vermont","2006",16,"905",623,4981,2587,2378
"2956","Vermont","2007",13,"802",623,5101,2702,2386
"2957","Vermont","2008",37,"854",624,5315,2796,2482
"2958","Vermont","2009",40,"837",625,5788,3109,2639
"2959","Vermont","2010",49,"820",626,5888,3251,2588
"2960","Vermont","2011",NA,"925",NA,NA,NA,NA
"2961","Vermont","2012",NA,"893",NA,NA,NA,NA
"2962","Virginia","1950",NA,NA,3315,NA,NA,NA
"2963","Virginia","1951",NA,NA,3434,NA,NA,NA
"2964","Virginia","1952",NA,NA,3504,NA,NA,NA
"2965","Virginia","1953",NA,NA,3557,NA,NA,NA
"2966","Virginia","1954",NA,NA,3555,NA,NA,NA
"2967","Virginia","1955",NA,NA,3588,NA,NA,NA
"2968","Virginia","1956",NA,NA,3722,NA,NA,NA
"2969","Virginia","1957",NA,NA,3844,NA,NA,NA
"2970","Virginia","1958",NA,NA,3914,NA,NA,NA
"2971","Virginia","1959",NA,NA,3951,NA,NA,NA
"2972","Virginia","1960",NA,"7286",3967,NA,NA,NA
"2973","Virginia","1961",NA,"7555",4095,NA,NA,NA
"2974","Virginia","1962",NA,"7720",4180,NA,NA,NA
"2975","Virginia","1963",NA,"8259",4276,NA,NA,NA
"2976","Virginia","1964",NA,"10561",4357,NA,NA,NA
"2977","Virginia","1965",NA,"10145",NA,NA,NA,NA
"2978","Virginia","1966",NA,"10399",4456,NA,NA,NA
"2979","Virginia","1967",NA,"10328",4508,NA,NA,NA
"2980","Virginia","1968",NA,"12821",4558,NA,NA,NA
"2981","Virginia","1969",NA,"12433",4614,NA,NA,NA
"2982","Virginia","1970",NA,"14040",4648,NA,NA,NA
